policy,query_id,tier,latency_s,usd,correct,completion_tokens
always_t1,gsm8k/583,1,59.02,0.00120059,1,4733
always_t1,gsm8k/60,1,16.48,0.00042276,1,1638
always_t1,gsm8k/61,1,260.97,0.00411334,1,16384
always_t1,gsm8k/610,1,212.65,0.00411079,1,16384
always_t1,gsm8k/612,1,10.85,0.00028665,1,1065
always_t1,gsm8k/643,1,13.33,0.00031574,1,1197
always_t1,gsm8k/645,1,7.67,0.00019934,1,745
always_t1,gsm8k/682,1,14.55,0.0003198,1,1201
always_t1,gsm8k/700,1,15.59,0.00036474,1,1376
always_t1,gsm8k/726,1,14.58,0.00032321,1,1216
always_t1,gsm8k/735,1,18.71,0.00039133,1,1498
always_t1,gsm8k/771,1,8.81,0.00023192,1,859
always_t1,gsm8k/796,1,62.89,0.00134876,1,5325
always_t1,gsm8k/801,1,33.28,0.00068684,1,2678
always_t1,gsm8k/81,1,12.82,0.00023583000000000002,1,876
always_t1,gsm8k/812,1,30.54,0.00076036,1,2934
always_t1,gsm8k/813,1,22.52,0.00047817000000000004,1,1827
always_t1,gsm8k/823,1,15.47,0.00034488,0,1285
always_t1,gsm8k/827,1,23.3,0.000543,1,2087
always_t1,gsm8k/829,1,20.3,0.00050606,1,1944
always_t1,gsm8k/863,1,13.54,0.00027251,1,1037
always_t1,gsm8k/878,1,10.35,0.00021588,1,803
always_t1,gsm8k/885,1,9.76,0.00022698,1,844
always_t1,gsm8k/891,1,24.25,0.00049583,1,1916
always_t1,gsm8k/919,1,201.58,0.00411674,1,16384
always_t1,gsm8k/94,1,20.59,0.00036572,1,1401
always_t1,gsm8k/971,1,11.85,0.00026388000000000003,1,995
always_t1,gsm8k/985,1,7.98,0.00017791,1,662
always_t1,gsm8k/999,1,55.57,0.00112946,1,4458
always_t1,HumanEval/0,1,7.73,0.00019213000000000002,1,657
always_t1,HumanEval/1,1,8.52,0.00024927,1,891
always_t1,HumanEval/10,1,14.22,0.0002773,1,980
always_t1,HumanEval/100,1,36.52,0.00088593,1,3422
always_t1,HumanEval/101,1,6.7,0.00016411,1,549
always_t1,HumanEval/102,1,81.41,0.00148371,1,5841
always_t1,HumanEval/103,1,29.03,0.00077131,1,2954
always_t1,HumanEval/104,1,48.08,0.0009487800000000001,1,3687
always_t1,HumanEval/105,1,51.48,0.00136768,1,5247
always_t1,HumanEval/106,1,57.86,0.00152473,1,5984
always_t1,HumanEval/107,1,182.11,0.00414071,0,16384
always_t1,HumanEval/108,1,10.88,0.00027423,0,982
always_t1,HumanEval/109,1,161.12,0.0041544799999999995,0,16384
always_t1,HumanEval/11,1,6.99,0.00018641000000000003,1,662
always_t1,HumanEval/110,1,108.58,0.00245956,1,9673
always_t1,HumanEval/111,1,211.47,0.00412932,0,16384
always_t1,HumanEval/112,1,56.07,0.0012756,1,4963
always_t1,HumanEval/113,1,71.69,0.00139517,1,5427
always_t1,HumanEval/114,1,67.8,0.00130484,1,5133
always_t1,HumanEval/115,1,12.33,0.00027017,1,825
always_t1,HumanEval/116,1,166.58,0.00413238,0,16384
always_t1,HumanEval/117,1,81.7,0.00140784,1,5477
always_t1,HumanEval/118,1,12.5,0.00031831000000000003,1,1142
always_t1,HumanEval/119,1,11.54,0.00024696,1,843
always_t1,HumanEval/12,1,5.09,0.0001364,1,447
always_t1,HumanEval/120,1,48.39,0.00128999,0,4975
always_t1,HumanEval/121,1,50.58,0.00088522,1,3445
always_t1,HumanEval/122,1,39.88,0.00104368,1,4053
always_t1,HumanEval/123,1,63.28,0.00119867,1,4607
always_t1,HumanEval/124,1,21.17,0.00042277000000000005,1,1466
always_t1,HumanEval/125,1,6.42,0.00017427,1,574
always_t1,HumanEval/126,1,230.3,0.00414496,0,16384
always_t1,HumanEval/127,1,14.03,0.00038134999999999997,1,1318
always_t1,HumanEval/128,1,10.08,0.00021071000000000002,1,732
always_t1,HumanEval/129,1,74.85,0.00189624,1,7281
always_t1,HumanEval/13,1,5.0,0.00014487000000000001,1,504
always_t1,HumanEval/130,1,200.68,0.00414377,0,16384
always_t1,HumanEval/131,1,54.51,0.00104238,1,4092
always_t1,HumanEval/132,1,46.93,0.0010876599999999998,1,4233
always_t1,HumanEval/133,1,66.28,0.0012310899999999998,1,4787
always_t1,HumanEval/134,1,26.01,0.0006887600000000001,1,2634
always_t1,HumanEval/135,1,49.64,0.00096114,1,3748
always_t1,HumanEval/136,1,70.39,0.00161769,1,6347
always_t1,HumanEval/137,1,7.35,0.00018628,1,620
always_t1,HumanEval/138,1,15.51,0.00032438,1,1220
always_t1,HumanEval/139,1,11.01,0.00025088,1,909
always_t1,HumanEval/14,1,4.9,0.00013316,1,466
always_t1,HumanEval/140,1,69.46,0.00135466,1,5318
always_t1,HumanEval/141,1,77.36,0.00156128,1,6069
always_t1,HumanEval/142,1,77.36,0.00174745,1,6847
always_t1,HumanEval/143,1,66.95,0.0013478300000000002,1,5256
always_t1,HumanEval/144,1,39.97,0.00084324,1,3239
always_t1,HumanEval/145,1,185.37,0.00412405,0,16384
always_t1,HumanEval/146,1,86.54,0.00175331,1,6899
always_t1,HumanEval/147,1,27.76,0.00066654,1,2522
always_t1,HumanEval/148,1,8.33,0.00019201,1,596
always_t1,HumanEval/149,1,41.12,0.00096137,1,3685
always_t1,HumanEval/15,1,15.19,0.00044945,1,1723
always_t1,HumanEval/150,1,36.65,0.00083793,1,3264
always_t1,HumanEval/151,1,91.4,0.00155293,1,6090
always_t1,HumanEval/152,1,71.22,0.0016270800000000001,1,6322
always_t1,HumanEval/153,1,68.47,0.0016614,1,6428
always_t1,HumanEval/154,1,12.7,0.00028047,1,1009
always_t1,HumanEval/155,1,29.12,0.00072653,1,2832
always_t1,HumanEval/156,1,9.47,0.00022934000000000002,1,814
always_t1,HumanEval/157,1,44.94,0.00077475,1,2997
always_t1,HumanEval/158,1,11.78,0.00021995,1,771
always_t1,HumanEval/159,1,61.65,0.00148856,1,5721
always_t1,HumanEval/16,1,4.19,9.703e-05,1,314
always_t1,HumanEval/160,1,190.3,0.00413918,0,16384
always_t1,HumanEval/161,1,48.38,0.0011346799999999999,1,4434
always_t1,HumanEval/162,1,6.2,0.00013609,1,458
always_t1,HumanEval/163,1,182.89,0.0041213299999999994,0,16384
always_t1,HumanEval/17,1,10.08,0.00019488,1,634
always_t1,HumanEval/18,1,6.82,0.00019343,1,686
always_t1,HumanEval/19,1,7.21,0.00019156999999999998,1,667
always_t1,HumanEval/2,1,3.69,0.0001015,1,321
always_t1,HumanEval/20,1,8.1,0.00027036,1,940
always_t1,HumanEval/21,1,10.27,0.00024105,1,852
always_t1,HumanEval/22,1,7.19,0.00017886,1,625
always_t1,HumanEval/23,1,5.18,5.986e-05,1,183
always_t1,HumanEval/24,1,8.8,0.00020897,1,774
always_t1,HumanEval/25,1,17.35,0.00041116,1,1527
always_t1,HumanEval/26,1,5.59,0.00018175,1,642
always_t1,HumanEval/27,1,3.69,7.879e-05,1,256
always_t1,HumanEval/28,1,2.58,6.157999999999999e-05,1,179
always_t1,HumanEval/29,1,3.94,9.718e-05,1,301
always_t1,HumanEval/3,1,4.45,0.00014778,1,483
always_t1,HumanEval/30,1,30.12,0.0007774500000000001,1,3001
always_t1,HumanEval/31,1,6.37,0.00019567,1,680
always_t1,HumanEval/32,1,15.12,0.00040502,0,1412
always_t1,HumanEval/33,1,8.96,0.00025839,1,903
always_t1,HumanEval/34,1,6.93,0.00018997,1,681
always_t1,HumanEval/35,1,2.89,9.609e-05,1,298
always_t1,HumanEval/36,1,20.67,0.0005125,1,1965
always_t1,HumanEval/37,1,9.39,0.00023755,1,838
always_t1,HumanEval/38,1,6.32,0.00019602,0,644
always_t1,HumanEval/39,1,10.63,0.00026456,1,961
always_t1,HumanEval/4,1,7.8,0.00019336,1,666
always_t1,HumanEval/40,1,7.71,0.00023517999999999998,1,802
always_t1,HumanEval/41,1,44.5,0.00126556,1,4931
always_t1,HumanEval/42,1,12.83,0.00033635,1,1240
always_t1,HumanEval/43,1,8.49,0.00025109000000000004,1,867
always_t1,HumanEval/44,1,9.71,0.00024155999999999998,1,869
always_t1,HumanEval/45,1,3.22,8.42e-05,1,279
always_t1,HumanEval/46,1,11.84,0.00033105,1,1178
always_t1,HumanEval/47,1,10.23,0.00027282,1,1009
always_t1,HumanEval/48,1,3.39,9.088e-05,1,286
always_t1,HumanEval/49,1,4.99,0.00016028,1,533
always_t1,HumanEval/5,1,3.73,0.00011578,1,372
always_t1,HumanEval/50,1,4.78,0.00011570000000000001,0,371
always_t1,HumanEval/51,1,5.89,0.00017508,1,582
always_t1,HumanEval/52,1,3.13,0.00010033000000000001,1,317
always_t1,HumanEval/53,1,3.36,9.831e-05,1,330
always_t1,HumanEval/54,1,10.82,0.00026895,1,950
always_t1,HumanEval/55,1,7.41,0.00019482,1,714
always_t1,HumanEval/56,1,6.16,0.0001757,1,611
always_t1,HumanEval/57,1,6.74,0.00018144,1,636
always_t1,HumanEval/58,1,7.22,0.00019755,1,678
always_t1,HumanEval/59,1,8.39,0.00021528,1,787
always_t1,HumanEval/6,1,5.62,0.00017418,1,592
always_t1,HumanEval/60,1,5.16,0.00016549,1,562
always_t1,HumanEval/61,1,5.09,0.00014228,1,478
always_t1,HumanEval/62,1,8.8,0.00022526,1,797
always_t1,HumanEval/63,1,8.54,0.00024781,1,860
always_t1,HumanEval/64,1,45.01,0.00122282,1,4775
always_t1,HumanEval/65,1,221.03,0.00411793,0,16384
always_t1,HumanEval/66,1,37.8,0.00096395,1,3747
always_t1,HumanEval/67,1,199.25,0.00414122,0,16384
always_t1,HumanEval/68,1,45.67,0.00128516,1,4887
always_t1,HumanEval/69,1,6.44,0.00019777,1,651
always_t1,HumanEval/7,1,3.2,9.603000000000001e-05,1,293
always_t1,HumanEval/70,1,36.47,0.00101023,1,3926
always_t1,HumanEval/71,1,48.67,0.00123621,1,4834
always_t1,HumanEval/72,1,22.08,0.0005305,1,1935
always_t1,HumanEval/73,1,34.79,0.00087674,1,3373
always_t1,HumanEval/74,1,9.13,0.00026995999999999997,1,918
always_t1,HumanEval/75,1,175.63,0.00411674,0,16384
always_t1,HumanEval/76,1,224.04,0.00412677,0,16384
always_t1,HumanEval/77,1,202.22,0.00412218,0,16384
always_t1,HumanEval/78,1,29.88,0.0008324599999999999,1,3083
always_t1,HumanEval/79,1,25.79,0.00064605,1,2455
always_t1,HumanEval/8,1,5.23,0.00012677,1,401
always_t1,HumanEval/80,1,33.67,0.00075037,1,2892
always_t1,HumanEval/81,1,25.56,0.00068231,1,2513
always_t1,HumanEval/82,1,75.83,0.00180956,1,7158
always_t1,HumanEval/83,1,181.54,0.00411011,0,16384
always_t1,HumanEval/84,1,22.47,0.00058797,1,2222
always_t1,HumanEval/85,1,43.21,0.00104706,1,4125
always_t1,HumanEval/86,1,53.78,0.001292,1,5049
always_t1,HumanEval/87,1,56.73,0.00138454,1,5326
always_t1,HumanEval/88,1,39.07,0.0010576700000000001,1,4060
always_t1,HumanEval/89,1,171.01,0.00412201,0,16384
always_t1,HumanEval/9,1,5.29,0.00015580000000000002,1,528
always_t1,HumanEval/90,1,59.01,0.0013388,1,5243
always_t1,HumanEval/91,1,192.12,0.0041215,0,16384
always_t1,HumanEval/92,1,7.6,0.00021017,1,721
always_t1,HumanEval/93,1,13.0,0.00030659000000000003,1,1123
always_t1,HumanEval/94,1,14.25,0.00037664,1,1257
always_t1,HumanEval/95,1,12.16,0.00030723,1,1080
always_t1,HumanEval/96,1,62.28,0.00156025,1,6105
always_t1,HumanEval/97,1,57.95,0.00120944,1,4731
always_t1,HumanEval/98,1,19.4,0.00047454,1,1822
always_t1,HumanEval/99,1,179.68,0.00413119,0,16384
always_t1,mmlu/college_biology/1,1,6.68,0.00012711,1,418
always_t1,mmlu/college_biology/10,1,6.56,0.00014657,1,521
always_t1,mmlu/college_biology/14,1,32.07,0.00068249,1,2579
always_t1,mmlu/college_biology/32,1,16.89,0.00036722,1,1373
always_t1,mmlu/college_biology/53,1,88.83,0.0019972500000000003,1,7853
always_t1,mmlu/college_biology/55,1,14.23,0.00035485000000000003,1,1280
always_t1,mmlu/college_biology/57,1,14.43,0.00035079,1,1242
always_t1,mmlu/college_biology/58,1,30.34,0.00063681,1,2484
always_t1,mmlu/college_biology/76,1,5.37,0.00012306,1,429
always_t1,mmlu/college_biology/9,1,7.57,0.00020156,1,726
always_t1,mmlu/college_chemistry/12,1,184.6,0.0041164,0,16384
always_t1,mmlu/college_chemistry/21,1,43.16,0.00101287,1,3959
always_t1,mmlu/college_chemistry/27,1,23.48,0.00057479,1,2189
always_t1,mmlu/college_chemistry/42,1,14.69,0.00035142999999999996,1,1352
always_t1,mmlu/college_chemistry/5,1,199.09,0.004117249999999999,1,16384
always_t1,mmlu/college_chemistry/74,1,4.66,0.00012019,1,408
always_t1,mmlu/college_chemistry/75,1,25.55,0.00047691,1,1790
always_t1,mmlu/college_chemistry/82,1,15.91,0.00039001,0,1473
always_t1,mmlu/college_chemistry/84,1,17.15,0.00031811999999999997,1,1197
always_t1,mmlu/college_chemistry/87,1,10.17,0.00023165000000000002,1,862
always_t1,mmlu/global_facts/15,1,34.86,0.0008084100000000001,0,3167
always_t1,mmlu/global_facts/37,1,30.23,0.00067749,0,2627
always_t1,mmlu/global_facts/50,1,26.19,0.00058432,1,2272
always_t1,mmlu/global_facts/54,1,195.83,0.00411283,0,16384
always_t1,mmlu/global_facts/6,1,32.76,0.00058,1,2252
always_t1,mmlu/global_facts/75,1,200.61,0.0041140199999999995,0,16384
always_t1,mmlu/global_facts/80,1,34.67,0.00058555,0,2247
always_t1,mmlu/global_facts/85,1,71.76,0.00161384,1,6386
always_t1,mmlu/global_facts/93,1,30.97,0.00071125,0,2777
always_t1,mmlu/global_facts/96,1,17.62,0.00036978,1,1388
always_t1,mmlu/high_school_computer_science/13,1,5.23,0.0001442,1,451
always_t1,mmlu/high_school_computer_science/23,1,7.79,0.00015385000000000003,1,510
always_t1,mmlu/high_school_computer_science/3,1,15.25,0.00028833,1,967
always_t1,mmlu/high_school_computer_science/4,1,8.04,0.00015878,1,544
always_t1,mmlu/high_school_computer_science/49,1,13.51,0.00028378999999999996,1,1076
always_t1,mmlu/high_school_computer_science/6,1,8.41,0.00021315,1,703
always_t1,mmlu/high_school_computer_science/65,1,14.3,0.0002741,1,1042
always_t1,mmlu/high_school_computer_science/67,1,11.79,0.00029878,1,1036
always_t1,mmlu/high_school_computer_science/72,1,5.68,0.00011905000000000001,1,415
always_t1,mmlu/high_school_computer_science/92,1,8.17,0.00018493,1,652
always_t1,mmlu/high_school_us_history/108,1,6.27,0.00018126,1,536
always_t1,mmlu/high_school_us_history/131,1,9.04,0.00020593,1,668
always_t1,mmlu/high_school_us_history/141,1,23.98,0.00046064,0,1576
always_t1,mmlu/high_school_us_history/142,1,12.39,0.00026239000000000004,1,800
always_t1,mmlu/high_school_us_history/151,1,9.05,0.00020748,1,596
always_t1,mmlu/high_school_us_history/16,1,11.25,0.00025257000000000003,1,741
always_t1,mmlu/high_school_us_history/23,1,21.72,0.00049674,1,1802
always_t1,mmlu/high_school_us_history/51,1,66.61,0.00113056,1,4340
always_t1,mmlu/high_school_us_history/52,1,10.34,0.0002766,1,865
always_t1,mmlu/high_school_us_history/69,1,7.44,0.00020957000000000001,1,603
always_t1,mmlu/human_aging/10,1,15.58,0.00033334,1,1264
always_t1,mmlu/human_aging/103,1,53.73,0.00100279,0,3935
always_t1,mmlu/human_aging/141,1,16.41,0.00037088,1,1423
always_t1,mmlu/human_aging/187,1,4.36,0.00010721,1,352
always_t1,mmlu/human_aging/190,1,9.09,0.00016798,1,608
always_t1,mmlu/human_aging/197,1,4.59,0.00011213,1,388
always_t1,mmlu/human_aging/221,1,7.9,0.00016858,1,607
always_t1,mmlu/human_aging/58,1,4.33,0.00011276999999999999,1,396
always_t1,mmlu/human_aging/80,1,6.65,0.00015459,0,566
always_t1,mmlu/human_aging/82,1,9.58,0.00020646,0,766
always_t1,mmlu/machine_learning/12,1,5.38,0.00012121,1,408
always_t1,mmlu/machine_learning/22,1,41.19,0.00089352,1,3502
always_t1,mmlu/machine_learning/26,1,79.2,0.0015703599999999998,0,6225
always_t1,mmlu/machine_learning/33,1,45.02,0.0007721799999999999,1,3018
always_t1,mmlu/machine_learning/4,1,21.26,0.0004553,1,1760
always_t1,mmlu/machine_learning/50,1,22.03,0.00048816,1,1886
always_t1,mmlu/machine_learning/65,1,5.92,0.00014222,1,490
always_t1,mmlu/machine_learning/66,1,28.88,0.00057221,1,2144
always_t1,mmlu/machine_learning/82,1,6.37,0.00015325,1,528
always_t1,mmlu/machine_learning/90,1,194.44,0.00411317,1,16384
always_t1,mmlu/philosophy/143,1,45.97,0.0007978400000000001,0,3122
always_t1,mmlu/philosophy/202,1,29.14,0.00060122,1,2343
always_t1,mmlu/philosophy/224,1,8.09,0.00015767,1,562
always_t1,mmlu/philosophy/245,1,27.98,0.0006243900000000001,1,2435
always_t1,mmlu/philosophy/249,1,52.98,0.00114468,1,4508
always_t1,mmlu/philosophy/254,1,10.9,0.00023479000000000002,1,880
always_t1,mmlu/philosophy/256,1,12.13,0.00028047,1,1060
always_t1,mmlu/philosophy/269,1,56.12,0.00120346,0,4737
always_t1,mmlu/philosophy/305,1,10.86,0.00018904000000000002,1,680
always_t1,mmlu/philosophy/82,1,194.63,0.00411164,1,16384
always_t1,mmlu/prehistory/10,1,57.61,0.00105655,1,4131
always_t1,mmlu/prehistory/13,1,18.77,0.00034395,1,1318
always_t1,mmlu/prehistory/194,1,18.01,0.00032721,1,1249
always_t1,mmlu/prehistory/195,1,38.13,0.00088207,1,3378
always_t1,mmlu/prehistory/196,1,181.17,0.00411963,0,16384
always_t1,mmlu/prehistory/203,1,22.56,0.00048097,1,1828
always_t1,mmlu/prehistory/284,1,7.24,0.00012981,1,422
always_t1,mmlu/prehistory/298,1,16.16,0.00035077,1,1331
always_t1,mmlu/prehistory/40,1,181.95,0.00411317,1,16384
always_t1,mmlu/prehistory/46,1,25.86,0.00059685,1,2299
always_t1,mmlu/world_religions/104,1,34.98,0.0006541800000000001,0,2563
always_t1,mmlu/world_religions/118,1,15.89,0.0003776,1,1456
always_t1,mmlu/world_religions/145,1,14.92,0.00030114,1,1142
always_t1,mmlu/world_religions/146,1,47.58,0.00097976,1,3866
always_t1,mmlu/world_religions/162,1,196.97,0.00411045,1,16384
always_t1,mmlu/world_religions/165,1,6.95,0.00018011,1,664
always_t1,mmlu/world_religions/169,1,7.63,0.00015304,1,553
always_t1,mmlu/world_religions/48,1,7.83,0.00017405,1,635
always_t1,mmlu/world_religions/74,1,193.39,0.004109939999999999,1,16384
always_t1,mmlu/world_religions/79,1,179.73,0.00411181,1,16384
always_t2,gsm8k/100,2,22.16,0.00040355,0,1971
always_t2,gsm8k/1000,2,5.77,8.995e-05,1,406
always_t2,gsm8k/1026,2,4.91,7.870000000000002e-05,1,353
always_t2,gsm8k/1034,2,5.23,5.1250000000000006e-05,1,224
always_t2,gsm8k/1041,2,1.95,4.02e-05,1,163
always_t2,gsm8k/1054,2,3.79,6.705e-05,1,299
always_t2,gsm8k/106,2,4.86,8.915e-05,1,411
always_t2,gsm8k/1062,2,4.51,7.81e-05,1,350
always_t2,gsm8k/1074,2,6.52,8.9e-05,1,412
always_t2,gsm8k/1080,2,3.57,6.035e-05,1,270
always_t2,gsm8k/1108,2,1.97,3.8100000000000005e-05,1,154
always_t2,gsm8k/1110,2,6.66,0.000107,1,493
always_t2,gsm8k/1115,2,5.01,7.48e-05,1,334
always_t2,gsm8k/1117,2,2.81,4.8150000000000005e-05,1,210
always_t2,gsm8k/1156,2,5.13,7.215e-05,1,321
always_t2,gsm8k/1165,2,7.44,0.00013780000000000002,1,648
always_t2,gsm8k/1168,2,6.17,0.00010670000000000002,1,497
always_t2,gsm8k/1170,2,7.09,0.00010890000000000002,1,504
always_t2,gsm8k/1174,2,17.06,0.00025845,1,1250
always_t2,gsm8k/1183,2,73.05,0.0011353000000000001,0,5624
always_t2,gsm8k/1227,2,15.64,0.0002547,1,1236
always_t2,gsm8k/1240,2,6.62,0.00010200000000000001,1,467
always_t2,gsm8k/1251,2,33.08,0.0005458,0,2687
always_t2,gsm8k/1260,2,3.08,5.3750000000000005e-05,1,225
always_t2,gsm8k/1269,2,4.66,8.13e-05,1,369
always_t2,gsm8k/1277,2,2.46,4.55e-05,1,195
always_t2,gsm8k/1279,2,2.7,4.97e-05,1,206
always_t2,gsm8k/129,2,4.97,0.00010055,1,465
always_t2,gsm8k/1305,2,3.93,5.270000000000001e-05,1,228
always_t2,gsm8k/134,2,2.04,3.825e-05,1,161
always_t2,gsm8k/185,2,1.74,3.57e-05,1,145
always_t2,gsm8k/186,2,7.38,0.00013690000000000002,1,633
always_t2,gsm8k/188,2,3.1,5.7e-05,1,245
always_t2,gsm8k/190,2,2.58,4.9449999999999996e-05,1,217
always_t2,gsm8k/196,2,2.09,4.005e-05,1,167
always_t2,gsm8k/20,2,9.49,0.00013375,1,630
always_t2,gsm8k/205,2,11.41,0.00022095000000000003,1,1061
always_t2,gsm8k/220,2,2.43,4.8750000000000006e-05,1,208
always_t2,gsm8k/225,2,4.22,8.54e-05,1,389
always_t2,gsm8k/227,2,4.85,9.550000000000002e-05,1,427
always_t2,gsm8k/234,2,11.26,0.00019235,1,925
always_t2,gsm8k/249,2,4.73,8.030000000000001e-05,1,362
always_t2,gsm8k/250,2,5.32,9.16e-05,1,420
always_t2,gsm8k/268,2,2.02,4.330000000000001e-05,1,181
always_t2,gsm8k/27,2,3.48,6.280000000000001e-05,1,277
always_t2,gsm8k/290,2,6.21,0.00010425000000000001,1,482
always_t2,gsm8k/299,2,7.74,0.00011724999999999999,1,542
always_t2,gsm8k/301,2,10.39,0.0001996,1,953
always_t2,gsm8k/303,2,6.34,0.00011615,1,538
always_t2,gsm8k/313,2,19.77,0.00029535,1,1438
always_t2,gsm8k/314,2,5.17,8.635000000000001e-05,1,395
always_t2,gsm8k/33,2,4.72,6.495e-05,1,294
always_t2,gsm8k/350,2,3.94,7.460000000000001e-05,1,330
always_t2,gsm8k/353,2,20.14,0.00040770000000000004,0,1997
always_t2,gsm8k/365,2,2.78,5.720000000000001e-05,1,255
always_t2,gsm8k/420,2,3.15,5.36e-05,1,231
always_t2,gsm8k/426,2,2.73,6.41e-05,1,280
always_t2,gsm8k/453,2,3.29,6.72e-05,1,300
always_t2,gsm8k/454,2,1.8,3.96e-05,0,168
always_t2,gsm8k/468,2,5.72,9.795000000000001e-05,1,453
always_t2,gsm8k/474,2,2.39,4.4850000000000006e-05,1,191
always_t2,gsm8k/481,2,3.67,6.375e-05,1,280
always_t2,gsm8k/488,2,2.41,4.2850000000000005e-05,1,181
always_t2,gsm8k/491,2,3.31,5.555e-05,1,244
always_t2,gsm8k/50,2,2.73,5.85e-05,1,260
always_t2,gsm8k/519,2,3.33,6.125000000000001e-05,1,275
always_t2,gsm8k/552,2,5.49,8.76e-05,1,399
always_t2,gsm8k/553,2,2.36,4.35e-05,1,176
always_t2,gsm8k/562,2,6.66,0.0001039,1,476
always_t2,gsm8k/578,2,6.52,0.0001028,1,478
always_t2,gsm8k/581,2,2.45,4.955e-05,1,212
always_t2,gsm8k/583,2,4.64,6.745e-05,1,299
always_t2,gsm8k/60,2,6.86,0.00012,1,567
always_t2,gsm8k/61,2,3.34,5.9800000000000003e-05,1,261
always_t2,gsm8k/610,2,4.21,7.6e-05,1,346
always_t2,gsm8k/612,2,3.05,6.19e-05,1,266
always_t2,gsm8k/643,2,3.72,4.625e-05,1,194
always_t2,gsm8k/645,2,5.78,0.0001116,1,525
always_t2,gsm8k/682,2,4.46,6.785e-05,1,298
always_t2,gsm8k/700,2,6.02,9.94e-05,1,454
always_t2,gsm8k/726,2,5.06,7.575e-05,1,337
always_t2,gsm8k/735,2,4.04,6.749999999999999e-05,1,300
always_t2,gsm8k/771,2,2.97,5.3750000000000005e-05,1,231
always_t2,gsm8k/796,2,9.02,0.00015295,1,727
always_t2,gsm8k/801,2,4.04,7.355e-05,1,329
always_t2,gsm8k/81,2,2.57,4.39e-05,1,182
always_t2,gsm8k/812,2,6.14,0.0001148,1,521
always_t2,gsm8k/813,2,3.63,7.16e-05,1,313
always_t2,gsm8k/823,2,3.79,7.225000000000001e-05,0,313
always_t2,gsm8k/827,2,5.25,9.675000000000001e-05,1,440
always_t2,gsm8k/829,2,5.47,0.000102,1,468
always_t2,gsm8k/863,2,3.16,6.0150000000000005e-05,1,268
always_t2,gsm8k/878,2,2.94,5.335e-05,1,232
always_t2,gsm8k/885,2,3.48,6.654999999999999e-05,1,298
always_t2,gsm8k/891,2,6.69,0.0001196,1,560
always_t2,gsm8k/919,2,4.35,7.655e-05,1,339
always_t2,gsm8k/94,2,4.64,9.165e-05,1,422
always_t2,gsm8k/971,2,2.47,4.27e-05,1,178
always_t2,gsm8k/985,2,3.22,4.395e-05,1,188
always_t2,gsm8k/999,2,4.71,7.785e-05,1,354
always_t2,HumanEval/0,2,6.3,0.00011820000000000001,1,537
always_t2,HumanEval/1,2,6.62,0.00012450000000000002,1,571
always_t2,HumanEval/10,2,11.05,0.00019395000000000003,0,912
always_t2,HumanEval/100,2,9.9,0.00013475,1,618
always_t2,HumanEval/101,2,4.72,8.055e-05,1,351
always_t2,HumanEval/102,2,6.53,0.00011660000000000002,1,537
always_t2,HumanEval/103,2,10.48,0.00019055000000000002,0,895
always_t2,HumanEval/104,2,5.74,0.0001172,1,538
always_t2,HumanEval/105,2,8.84,0.00016295000000000003,1,723
always_t2,HumanEval/106,2,8.31,0.00014555,1,674
always_t2,HumanEval/107,2,4.98,9.065000000000001e-05,1,378
always_t2,HumanEval/108,2,9.52,0.00014355,1,664
always_t2,HumanEval/109,2,4.15,9.06e-05,1,355
always_t2,HumanEval/11,2,2.83,6.125000000000001e-05,1,264
always_t2,HumanEval/110,2,8.07,0.0001466,1,661
always_t2,HumanEval/111,2,4.49,9.570000000000001e-05,1,418
always_t2,HumanEval/112,2,4.19,8.175e-05,1,345
always_t2,HumanEval/113,2,13.17,0.00023099999999999998,1,1089
always_t2,HumanEval/114,2,3.05,6.695e-05,1,290
always_t2,HumanEval/115,2,5.33,0.00012890000000000002,1,541
always_t2,HumanEval/116,2,34.46,0.0006364500000000001,1,3117
always_t2,HumanEval/117,2,4.84,0.0001084,1,474
always_t2,HumanEval/118,2,8.95,0.00018605,1,871
always_t2,HumanEval/119,2,4.94,0.0001044,1,458
always_t2,HumanEval/12,2,3.81,7.385e-05,1,321
always_t2,HumanEval/120,2,5.56,0.00012340000000000002,1,540
always_t2,HumanEval/121,2,3.05,6.82e-05,1,294
always_t2,HumanEval/122,2,5.05,0.00010735000000000001,1,482
always_t2,HumanEval/123,2,8.47,0.00017760000000000003,1,807
always_t2,HumanEval/124,2,10.65,0.0002233,1,1028
always_t2,HumanEval/125,2,7.23,0.00012455,1,565
always_t2,HumanEval/126,2,5.92,0.00010540000000000001,1,442
always_t2,HumanEval/127,2,6.98,0.00014420000000000004,0,635
always_t2,HumanEval/128,2,9.79,0.00016544999999999998,1,774
always_t2,HumanEval/129,2,16.38,0.00027155,1,1236
always_t2,HumanEval/13,2,1.98,4.125e-05,1,166
always_t2,HumanEval/130,2,14.62,0.00024065,1,1122
always_t2,HumanEval/131,2,3.2,6.510000000000001e-05,1,285
always_t2,HumanEval/132,2,106.85,0.0018422000000000002,1,9155
always_t2,HumanEval/133,2,6.33,0.000112,1,498
always_t2,HumanEval/134,2,11.04,0.00021180000000000003,1,1002
always_t2,HumanEval/135,2,5.11,9.61e-05,1,432
always_t2,HumanEval/136,2,4.61,9.765e-05,1,430
always_t2,HumanEval/137,2,9.74,0.00019500000000000002,1,917
