item_id,group_id,benchmark,method,tier,correct,usd,prompt_tokens,completion_tokens,total_tokens,selected_method
gsm8k/457,cluster:gsm8k/457,gsm8k,random_matched,2,1,0.0002461,170,1188,1358,logistic
gsm8k/459,cluster:gsm8k/459,gsm8k,random_matched,2,1,0.00010934999999999999,231,489,720,logistic
gsm8k/472,cluster:gsm8k/472,gsm8k,random_matched,2,1,8.675000000000001e-05,159,394,553,logistic
gsm8k/480,cluster:gsm8k/480,gsm8k,random_matched,2,1,6.54e-05,144,291,435,logistic
gsm8k/5,cluster:gsm8k/5,gsm8k,random_matched,2,1,6.615e-05,147,294,441,logistic
gsm8k/51,cluster:gsm8k/51,gsm8k,random_matched,2,1,7.515000000000001e-05,143,340,483,logistic
gsm8k/521,cluster:gsm8k/521,gsm8k,random_matched,2,1,6.635e-05,167,290,457,logistic
gsm8k/525,cluster:gsm8k/525,gsm8k,random_matched,2,1,8.820000000000002e-05,172,398,570,logistic
gsm8k/529,cluster:gsm8k/529,gsm8k,random_matched,2,1,8.71e-05,138,401,539,logistic
gsm8k/535,cluster:gsm8k/535,gsm8k,random_matched,2,1,6.71e-05,126,304,430,logistic
gsm8k/541,cluster:gsm8k/541,gsm8k,random_matched,2,1,0.0001061,154,492,646,logistic
gsm8k/566,cluster:gsm8k/566,gsm8k,random_matched,2,1,6.69e-05,130,302,432,logistic
gsm8k/58,cluster:gsm8k/58,gsm8k,random_matched,2,1,0.0001103,174,508,682,logistic
gsm8k/616,cluster:gsm8k/616,gsm8k,random_matched,2,1,7.44e-05,148,335,483,logistic
gsm8k/664,cluster:gsm8k/664,gsm8k,random_matched,2,1,6.280000000000001e-05,148,277,425,logistic
gsm8k/667,cluster:gsm8k/667,gsm8k,random_matched,2,1,3.945e-05,137,163,300,logistic
gsm8k/679,cluster:gsm8k/679,gsm8k,random_matched,2,1,4.46e-05,120,193,313,logistic
gsm8k/683,cluster:gsm8k/683,gsm8k,random_matched,2,1,0.0001459,158,690,848,logistic
gsm8k/684,cluster:gsm8k/684,gsm8k,random_matched,2,1,8.68e-05,152,396,548,logistic
gsm8k/685,cluster:gsm8k/685,gsm8k,random_matched,2,1,4.47e-05,146,187,333,logistic
gsm8k/686,cluster:gsm8k/686,gsm8k,random_matched,2,1,4.185e-05,149,172,321,logistic
gsm8k/687,cluster:gsm8k/687,gsm8k,random_matched,2,1,9.6e-05,136,446,582,logistic
gsm8k/688,cluster:gsm8k/688,gsm8k,random_matched,2,1,5.6000000000000006e-05,160,240,400,logistic
gsm8k/702,cluster:gsm8k/702,gsm8k,random_matched,2,1,7.815e-05,187,344,531,logistic
gsm8k/739,cluster:gsm8k/739,gsm8k,random_matched,2,1,0.00015935,151,759,910,logistic
gsm8k/745,cluster:gsm8k/745,gsm8k,random_matched,2,1,9.590000000000001e-05,166,438,604,logistic
gsm8k/753,cluster:gsm8k/753,gsm8k,random_matched,2,1,7.035e-05,151,314,465,logistic
gsm8k/759,cluster:gsm8k/759,gsm8k,random_matched,2,1,5.775000000000001e-05,135,255,390,logistic
gsm8k/776,cluster:gsm8k/776,gsm8k,random_matched,2,1,3.69e-05,122,154,276,logistic
gsm8k/79,cluster:gsm8k/79,gsm8k,random_matched,2,1,3.06e-05,140,118,258,logistic
gsm8k/799,cluster:gsm8k/799,gsm8k,random_matched,2,1,4.7300000000000005e-05,130,204,334,logistic
gsm8k/80,cluster:gsm8k/80,gsm8k,random_matched,2,1,6.865e-05,129,311,440,logistic
gsm8k/804,cluster:gsm8k/804,gsm8k,random_matched,2,1,8.340000000000001e-05,160,377,537,logistic
gsm8k/839,cluster:gsm8k/839,gsm8k,random_matched,2,1,7.595e-05,135,346,481,logistic
gsm8k/883,cluster:gsm8k/883,gsm8k,random_matched,2,1,6.604999999999999e-05,165,289,454,logistic
gsm8k/894,cluster:gsm8k/894,gsm8k,random_matched,2,1,0.0001963,170,939,1109,logistic
gsm8k/899,cluster:gsm8k/899,gsm8k,random_matched,2,1,4.29e-05,142,179,321,logistic
gsm8k/906,cluster:gsm8k/906,gsm8k,random_matched,2,0,0.0001115,150,520,670,logistic
gsm8k/91,cluster:gsm8k/91,gsm8k,random_matched,2,1,5.6750000000000004e-05,131,251,382,logistic
gsm8k/914,cluster:gsm8k/914,gsm8k,random_matched,2,1,7.035e-05,135,318,453,logistic
gsm8k/960,cluster:gsm8k/960,gsm8k,random_matched,2,1,0.0002511,214,1202,1416,logistic
mbpp/108,cluster:mbpp/108,mbpp,random_matched,2,1,0.00012435000000000001,487,500,987,logistic
mbpp/109,cluster:mbpp/109,mbpp,random_matched,2,1,0.00014315,163,675,838,logistic
mbpp/114,cluster:mbpp/114,mbpp,random_matched,2,1,0.0001377,378,594,972,logistic
mbpp/121,cluster:mbpp/121,mbpp,random_matched,2,1,0.00063245,229,3105,3334,logistic
mbpp/139,cluster:mbpp/139,mbpp,random_matched,2,1,0.00011245000000000001,161,522,683,logistic
mbpp/147,cluster:mbpp/147,mbpp,random_matched,2,1,0.00047385,241,2309,2550,logistic
mbpp/161,cluster:mbpp/161,mbpp,random_matched,2,1,4.3200000000000007e-05,296,142,438,logistic
mbpp/168,cluster:mbpp/168,mbpp,random_matched,2,1,3.2500000000000004e-05,178,118,296,logistic
mbpp/172,cluster:mbpp/172,mbpp,random_matched,2,1,6.895e-05,203,294,497,logistic
mbpp/174,cluster:mbpp/174,mbpp,random_matched,2,1,3.63e-05,290,109,399,logistic
mbpp/201,cluster:mbpp/201,mbpp,random_matched,2,1,4.325e-05,161,176,337,logistic
mbpp/214,cluster:mbpp/214,mbpp,random_matched,2,0,4.525e-05,157,187,344,logistic
mbpp/22,cluster:mbpp/22,mbpp,random_matched,2,1,0.00011435000000000001,191,524,715,logistic
mbpp/224,cluster:mbpp/224,mbpp,random_matched,2,1,4.580000000000001e-05,152,191,343,logistic
mbpp/233,cluster:mbpp/233,mbpp,random_matched,2,1,0.00010800000000000001,176,496,672,logistic
mbpp/253,cluster:mbpp/253,mbpp,random_matched,2,1,5.8750000000000005e-05,167,252,419,logistic
mbpp/262,cluster:mbpp/262,mbpp,random_matched,2,1,4.355e-05,247,156,403,logistic
mbpp/282,cluster:mbpp/282,mbpp,random_matched,2,1,3.4450000000000004e-05,181,127,308,logistic
mbpp/284,cluster:mbpp/284,mbpp,random_matched,2,1,3.795e-05,179,145,324,logistic
mbpp/296,cluster:mbpp/296,mbpp,random_matched,2,1,0.00010805000000000001,177,496,673,logistic
mbpp/298,cluster:mbpp/298,mbpp,random_matched,2,1,0.0004506,324,2172,2496,logistic
mbpp/31,cluster:mbpp/31,mbpp,random_matched,2,0,0.00028425,385,1325,1710,logistic
mbpp/321,cluster:mbpp/321,mbpp,random_matched,2,1,0.0001892,168,904,1072,logistic
mbpp/325,cluster:mbpp/325,mbpp,random_matched,2,1,6.975e-05,159,309,468,logistic
mbpp/34,cluster:mbpp/34,mbpp,random_matched,2,0,0.00328555,175,16384,16559,logistic
mbpp/359,cluster:mbpp/359,mbpp,random_matched,2,1,0.00014749999999999998,170,695,865,logistic
mbpp/374,cluster:mbpp/374,mbpp,random_matched,2,0,0.0001994,264,931,1195,logistic
mbpp/385,cluster:mbpp/385,mbpp,random_matched,2,1,8.79e-05,150,402,552,logistic
mbpp/388,cluster:mbpp/388,mbpp,random_matched,2,1,4.13e-05,166,165,331,logistic
mbpp/39,cluster:mbpp/39,mbpp,random_matched,2,1,0.0005568,168,2742,2910,logistic
mbpp/400,cluster:mbpp/400,mbpp,random_matched,2,1,8.620000000000001e-05,216,377,593,logistic
mbpp/407,cluster:mbpp/407,mbpp,random_matched,2,1,7.02e-05,152,313,465,logistic
mbpp/420,cluster:mbpp/420,mbpp,random_matched,2,1,8e-05,152,362,514,logistic
mbpp/426,cluster:mbpp/426,mbpp,random_matched,2,1,3.21e-05,218,106,324,logistic
mbpp/43,cluster:mbpp/43,mbpp,random_matched,2,1,5.405e-05,165,229,394,logistic
mbpp/430,cluster:mbpp/430,mbpp,random_matched,2,0,0.0032849,162,16384,16546,logistic
mbpp/51,cluster:mbpp/51,mbpp,random_matched,2,1,6.065000000000001e-05,157,264,421,logistic
mbpp/517,cluster:mbpp/517,mbpp,random_matched,2,1,4.005e-05,173,157,330,logistic
mbpp/520,cluster:mbpp/520,mbpp,random_matched,2,1,3.815e-05,183,145,328,logistic
mbpp/539,cluster:mbpp/539,mbpp,random_matched,2,1,0.0001275,490,515,1005,logistic
mbpp/540,cluster:mbpp/540,mbpp,random_matched,2,1,9.56e-05,200,428,628,logistic
mbpp/546,cluster:mbpp/546,mbpp,random_matched,2,1,9.605000000000002e-05,161,440,601,logistic
mbpp/552,cluster:mbpp/552,mbpp,random_matched,2,1,8.209999999999999e-05,174,367,541,logistic
mbpp/612,cluster:mbpp/612,mbpp,random_matched,2,1,8.39e-05,270,352,622,logistic
mbpp/622,cluster:mbpp/622,mbpp,random_matched,2,1,0.00033255000000000003,247,1601,1848,logistic
mbpp/63,cluster:mbpp/63,mbpp,random_matched,2,1,8.745000000000001e-05,213,384,597,logistic
mbpp/636,cluster:mbpp/636,mbpp,random_matched,2,1,8.365e-05,169,376,545,logistic
mbpp/640,cluster:mbpp/640,mbpp,random_matched,2,0,9.49e-05,158,435,593,logistic
mbpp/648,cluster:mbpp/648,mbpp,random_matched,2,1,7.855000000000001e-05,239,333,572,logistic
mbpp/653,cluster:mbpp/653,mbpp,random_matched,2,1,3.775e-05,307,112,419,logistic
mbpp/675,cluster:mbpp/675,mbpp,random_matched,2,1,4.585e-05,169,187,356,logistic
mbpp/689,cluster:mbpp/689,mbpp,random_matched,2,1,0.00036574999999999997,271,1761,2032,logistic
mbpp/691,cluster:mbpp/691,mbpp,random_matched,2,1,4.4850000000000006e-05,329,142,471,logistic
mbpp/711,cluster:mbpp/711,mbpp,random_matched,2,1,0.00010100000000000002,160,465,625,logistic
mbpp/714,cluster:mbpp/714,mbpp,random_matched,2,1,0.0015857,154,7890,8044,logistic
mbpp/722,cluster:mbpp/722,mbpp,random_matched,2,1,0.00017965,397,799,1196,logistic
mbpp/724,cluster:mbpp/724,mbpp,random_matched,2,1,0.0001035,154,479,633,logistic
mbpp/727,cluster:mbpp/727,mbpp,random_matched,2,1,3.39e-05,190,122,312,logistic
mbpp/744,cluster:mbpp/744,mbpp,random_matched,2,1,3.32e-05,180,121,301,logistic
mbpp/765,cluster:mbpp/765,mbpp,random_matched,2,1,0.00024885,145,1208,1353,logistic
mbpp/768,cluster:mbpp/768,mbpp,random_matched,2,1,4.125e-05,153,168,321,logistic
mbpp/773,cluster:mbpp/773,mbpp,random_matched,2,1,0.00013785000000000002,197,640,837,logistic
mbpp/785,cluster:mbpp/785,mbpp,random_matched,2,1,5.16e-05,184,212,396,logistic
mbpp/790,cluster:mbpp/790,mbpp,random_matched,2,1,5.74e-05,160,247,407,logistic
mbpp/80,cluster:mbpp/80,mbpp,random_matched,2,1,5.185000000000001e-05,153,221,374,logistic
mbpp/81,cluster:mbpp/81,mbpp,random_matched,2,1,4.07e-05,318,124,442,logistic
mbpp/812,cluster:mbpp/812,mbpp,random_matched,2,0,6.815e-05,167,299,466,logistic
mbpp/848,cluster:mbpp/848,mbpp,random_matched,2,1,8.645000000000001e-05,161,392,553,logistic
mbpp/851,cluster:mbpp/851,mbpp,random_matched,2,0,0.0032854,172,16384,16556,logistic
mbpp/855,cluster:mbpp/855,mbpp,random_matched,2,1,8.165e-05,153,370,523,logistic
mbpp/857,cluster:mbpp/857,mbpp,random_matched,2,1,6.03e-05,346,215,561,logistic
mbpp/875,cluster:mbpp/875,mbpp,random_matched,2,1,7.460000000000001e-05,212,320,532,logistic
mbpp/880,cluster:mbpp/880,mbpp,random_matched,2,1,9.985e-05,165,458,623,logistic
mbpp/883,cluster:mbpp/883,mbpp,random_matched,2,1,4.5600000000000004e-05,228,171,399,logistic
mbpp/926,cluster:mbpp/926,mbpp,random_matched,2,1,9.18e-05,152,421,573,logistic
mbpp/940,cluster:mbpp/940,mbpp,random_matched,2,1,5.5150000000000006e-05,231,218,449,logistic
mbpp/954,cluster:mbpp/954,mbpp,random_matched,2,1,4.8899999999999996e-05,154,206,360,logistic
mbpp/959,cluster:mbpp/959,mbpp,random_matched,2,1,2.4e-05,192,72,264,logistic
mbpp/968,cluster:mbpp/968,mbpp,random_matched,2,0,0.0032848,160,16384,16544,logistic
mbpp/973,cluster:mbpp/973,mbpp,random_matched,2,1,0.00013855,159,653,812,logistic
mmlu/astronomy/10,mmlu/astronomy|dup:mmlu/astronomy/10,mmlu,random_matched,2,1,4.1700000000000004e-05,194,160,354,logistic
mmlu/astronomy/12,mmlu/astronomy|dup:mmlu/astronomy/10,mmlu,random_matched,2,1,1.745e-05,161,47,208,logistic
mmlu/astronomy/13,mmlu/astronomy|dup:mmlu/astronomy/10,mmlu,random_matched,2,1,3.4e-05,180,125,305,logistic
mmlu/astronomy/144,mmlu/astronomy|dup:mmlu/astronomy/10,mmlu,random_matched,2,1,1.675e-05,147,47,194,logistic
mmlu/astronomy/149,mmlu/astronomy|dup:mmlu/astronomy/10,mmlu,random_matched,2,1,4.915e-05,163,205,368,logistic
mmlu/astronomy/30,mmlu/astronomy|dup:mmlu/astronomy/10,mmlu,random_matched,2,1,5.555e-05,251,215,466,logistic
mmlu/astronomy/54,mmlu/astronomy|dup:mmlu/astronomy/10,mmlu,random_matched,2,1,6.500000000000001e-05,160,285,445,logistic
mmlu/astronomy/69,mmlu/astronomy|dup:mmlu/astronomy/10,mmlu,random_matched,2,1,2.65e-05,186,86,272,logistic
mmlu/college_physics/18,mmlu/college_physics|dup:mmlu/college_physics/18,mmlu,random_matched,2,1,6.955e-05,171,305,476,logistic
mmlu/college_physics/19,mmlu/college_physics|dup:mmlu/college_physics/18,mmlu,random_matched,2,1,3.395e-05,187,123,310,logistic
mmlu/college_physics/27,mmlu/college_physics|dup:mmlu/college_physics/18,mmlu,random_matched,2,1,4.350000000000001e-05,170,175,345,logistic
mmlu/college_physics/29,mmlu/college_physics|dup:mmlu/college_physics/18,mmlu,random_matched,2,1,3.935e-05,199,147,346,logistic
mmlu/college_physics/37,mmlu/college_physics|dup:mmlu/college_physics/18,mmlu,random_matched,2,1,2.535e-05,139,92,231,logistic
mmlu/college_physics/73,mmlu/college_physics|dup:mmlu/college_physics/18,mmlu,random_matched,2,1,0.00013355,195,619,814,logistic
mmlu/college_physics/88,mmlu/college_physics|dup:mmlu/college_physics/18,mmlu,random_matched,2,1,8.52e-05,188,379,567,logistic
mmlu/college_physics/98,mmlu/college_physics|dup:mmlu/college_physics/18,mmlu,random_matched,2,1,7.530000000000001e-05,218,322,540,logistic
mmlu/conceptual_physics/1,mmlu/conceptual_physics|dup:mmlu/conceptual_physics/1,mmlu,random_matched,2,1,3.85e-05,138,158,296,logistic
mmlu/conceptual_physics/225,mmlu/conceptual_physics|dup:mmlu/conceptual_physics/1,mmlu,random_matched,2,1,1.6e-05,136,46,182,logistic
mmlu/conceptual_physics/229,mmlu/conceptual_physics|dup:mmlu/conceptual_physics/1,mmlu,random_matched,2,1,1.74e-05,136,53,189,logistic
mmlu/conceptual_physics/26,mmlu/conceptual_physics|dup:mmlu/conceptual_physics/1,mmlu,random_matched,2,1,5.715e-05,167,244,411,logistic
mmlu/conceptual_physics/33,mmlu/conceptual_physics|dup:mmlu/conceptual_physics/1,mmlu,random_matched,2,1,4.045e-05,149,165,314,logistic
mmlu/conceptual_physics/42,mmlu/conceptual_physics|dup:mmlu/conceptual_physics/1,mmlu,random_matched,2,1,2.3599999999999998e-05,136,84,220,logistic
mmlu/conceptual_physics/94,mmlu/conceptual_physics|dup:mmlu/conceptual_physics/1,mmlu,random_matched,2,1,2.3650000000000002e-05,141,83,224,logistic
mmlu/conceptual_physics/99,mmlu/conceptual_physics|dup:mmlu/conceptual_physics/1,mmlu,random_matched,2,1,3.43e-05,146,135,281,logistic
mmlu/econometrics/102,mmlu/econometrics|dup:mmlu/econometrics/102,mmlu,random_matched,2,0,0.0005549,182,2729,2911,logistic
mmlu/econometrics/109,mmlu/econometrics|dup:mmlu/econometrics/102,mmlu,random_matched,2,1,0.00020749999999999998,238,978,1216,logistic
mmlu/econometrics/12,mmlu/econometrics|dup:mmlu/econometrics/102,mmlu,random_matched,2,1,4.625e-05,173,188,361,logistic
mmlu/econometrics/32,mmlu/econometrics|dup:mmlu/econometrics/102,mmlu,random_matched,2,0,0.00028485,169,1382,1551,logistic
mmlu/econometrics/37,mmlu/econometrics|dup:mmlu/econometrics/102,mmlu,random_matched,2,1,4.2e-05,172,167,339,logistic
mmlu/econometrics/78,mmlu/econometrics|dup:mmlu/econometrics/102,mmlu,random_matched,2,0,7.910000000000001e-05,178,351,529,logistic
mmlu/econometrics/83,mmlu/econometrics|dup:mmlu/econometrics/102,mmlu,random_matched,2,0,5.5650000000000004e-05,157,239,396,logistic
mmlu/econometrics/97,mmlu/econometrics|dup:mmlu/econometrics/102,mmlu,random_matched,2,1,7.24e-05,256,298,554,logistic
mmlu/electrical_engineering/104,mmlu/electrical_engineering|dup:mmlu/electrical_engineering/104,mmlu,random_matched,2,1,2.9700000000000004e-05,154,110,264,logistic
mmlu/electrical_engineering/105,mmlu/electrical_engineering|dup:mmlu/electrical_engineering/104,mmlu,random_matched,2,0,0.00015665,153,745,898,logistic
mmlu/electrical_engineering/133,mmlu/electrical_engineering|dup:mmlu/electrical_engineering/104,mmlu,random_matched,2,0,0.00019690000000000002,138,950,1088,logistic
mmlu/electrical_engineering/134,mmlu/electrical_engineering|dup:mmlu/electrical_engineering/104,mmlu,random_matched,2,1,2.83e-05,134,108,242,logistic
mmlu/electrical_engineering/139,mmlu/electrical_engineering|dup:mmlu/electrical_engineering/104,mmlu,random_matched,2,1,0.00011539999999999999,140,542,682,logistic
mmlu/electrical_engineering/65,mmlu/electrical_engineering|dup:mmlu/electrical_engineering/104,mmlu,random_matched,2,1,0.0001134,164,526,690,logistic
mmlu/electrical_engineering/87,mmlu/electrical_engineering|dup:mmlu/electrical_engineering/104,mmlu,random_matched,2,0,3.335e-05,155,128,283,logistic
mmlu/electrical_engineering/97,mmlu/electrical_engineering|dup:mmlu/electrical_engineering/104,mmlu,random_matched,2,1,7.32e-05,136,332,468,logistic
mmlu/high_school_european_history/1,mmlu/high_school_european_history|dup:mmlu/high_school_european_history/1,mmlu,random_matched,2,1,4.165e-05,265,142,407,logistic
mmlu/high_school_european_history/127,mmlu/high_school_european_history|dup:mmlu/high_school_european_history/1,mmlu,random_matched,2,1,9.77e-05,626,332,958,logistic
mmlu/high_school_european_history/152,mmlu/high_school_european_history|dup:mmlu/high_school_european_history/1,mmlu,random_matched,2,0,5.985e-05,329,217,546,logistic
mmlu/high_school_european_history/163,mmlu/high_school_european_history|dup:mmlu/high_school_european_history/1,mmlu,random_matched,2,1,5.8150000000000004e-05,319,211,530,logistic
mmlu/high_school_european_history/17,mmlu/high_school_european_history|dup:mmlu/high_school_european_history/1,mmlu,random_matched,2,0,0.0001106,424,447,871,logistic
mmlu/high_school_european_history/36,mmlu/high_school_european_history|dup:mmlu/high_school_european_history/1,mmlu,random_matched,2,1,0.00011385,501,444,945,logistic
mmlu/high_school_european_history/38,mmlu/high_school_european_history|dup:mmlu/high_school_european_history/1,mmlu,random_matched,2,1,0.00011020000000000001,336,467,803,logistic
mmlu/high_school_european_history/57,mmlu/high_school_european_history|dup:mmlu/high_school_european_history/1,mmlu,random_matched,2,0,0.00025824999999999996,541,1156,1697,logistic
mmlu/high_school_mathematics/119,mmlu/high_school_mathematics|dup:mmlu/high_school_mathematics/119,mmlu,random_matched,2,1,0.00031135000000000006,167,1515,1682,logistic
mmlu/high_school_mathematics/12,mmlu/high_school_mathematics|dup:mmlu/high_school_mathematics/119,mmlu,random_matched,2,1,3.315e-05,143,130,273,logistic
mmlu/high_school_mathematics/136,mmlu/high_school_mathematics|dup:mmlu/high_school_mathematics/119,mmlu,random_matched,2,1,3.8450000000000006e-05,157,153,310,logistic
mmlu/high_school_mathematics/16,mmlu/high_school_mathematics|dup:mmlu/high_school_mathematics/119,mmlu,random_matched,2,1,3.295e-05,151,127,278,logistic
mmlu/high_school_mathematics/192,mmlu/high_school_mathematics|dup:mmlu/high_school_mathematics/119,mmlu,random_matched,2,1,0.00015515000000000003,211,723,934,logistic
mmlu/high_school_mathematics/241,mmlu/high_school_mathematics|dup:mmlu/high_school_mathematics/119,mmlu,random_matched,2,1,3.0500000000000003e-05,162,112,274,logistic
mmlu/high_school_mathematics/27,mmlu/high_school_mathematics|dup:mmlu/high_school_mathematics/119,mmlu,random_matched,2,1,7.570000000000001e-05,194,330,524,logistic
mmlu/high_school_mathematics/92,mmlu/high_school_mathematics|dup:mmlu/high_school_mathematics/119,mmlu,random_matched,2,1,6.655e-05,155,294,449,logistic
mmlu/high_school_statistics/121,mmlu/high_school_statistics|dup:mmlu/high_school_statistics/121,mmlu,random_matched,2,1,6.43e-05,286,250,536,logistic
mmlu/high_school_statistics/135,mmlu/high_school_statistics|dup:mmlu/high_school_statistics/121,mmlu,random_matched,2,1,0.0002222,204,1060,1264,logistic
mmlu/high_school_statistics/147,mmlu/high_school_statistics|dup:mmlu/high_school_statistics/121,mmlu,random_matched,2,1,6.145e-05,189,260,449,logistic
mmlu/high_school_statistics/156,mmlu/high_school_statistics|dup:mmlu/high_school_statistics/121,mmlu,random_matched,2,1,3.175e-05,183,113,296,logistic
mmlu/high_school_statistics/167,mmlu/high_school_statistics|dup:mmlu/high_school_statistics/121,mmlu,random_matched,2,1,3.2e-05,140,125,265,logistic
mmlu/high_school_statistics/195,mmlu/high_school_statistics|dup:mmlu/high_school_statistics/121,mmlu,random_matched,2,1,3.0400000000000004e-05,160,112,272,logistic
mmlu/high_school_statistics/22,mmlu/high_school_statistics|dup:mmlu/high_school_statistics/121,mmlu,random_matched,2,0,0.000105,168,483,651,logistic
mmlu/high_school_statistics/29,mmlu/high_school_statistics|dup:mmlu/high_school_statistics/121,mmlu,random_matched,2,1,0.00029165,209,1406,1615,logistic
mmlu/high_school_statistics/57,mmlu/high_school_statistics|dup:mmlu/high_school_statistics/121,mmlu,random_matched,2,1,4.855e-05,191,195,386,logistic
mmlu/international_law/100,mmlu/international_law|dup:mmlu/international_law/100,mmlu,random_matched,2,1,9.06e-05,228,396,624,logistic
mmlu/international_law/112,mmlu/international_law|dup:mmlu/international_law/100,mmlu,random_matched,2,0,0.00012015,227,544,771,logistic
mmlu/international_law/113,mmlu/international_law|dup:mmlu/international_law/100,mmlu,random_matched,2,0,8.69e-05,190,387,577,logistic
mmlu/international_law/118,mmlu/international_law|dup:mmlu/international_law/100,mmlu,random_matched,2,1,4.0600000000000004e-05,168,161,329,logistic
mmlu/international_law/16,mmlu/international_law|dup:mmlu/international_law/100,mmlu,random_matched,2,1,3.5850000000000004e-05,177,135,312,logistic
mmlu/international_law/39,mmlu/international_law|dup:mmlu/international_law/100,mmlu,random_matched,2,1,3.6e-05,176,136,312,logistic
mmlu/international_law/40,mmlu/international_law|dup:mmlu/international_law/100,mmlu,random_matched,2,1,6.385e-05,157,280,437,logistic
mmlu/international_law/83,mmlu/international_law|dup:mmlu/international_law/100,mmlu,random_matched,2,1,4.525e-05,185,180,365,logistic
mmlu/international_law/92,mmlu/international_law|dup:mmlu/international_law/100,mmlu,random_matched,2,1,5.185000000000001e-05,185,213,398,logistic
mmlu/management/100,mmlu/management|dup:mmlu/management/100,mmlu,random_matched,2,1,2.44e-05,140,87,227,logistic
mmlu/management/13,mmlu/management|dup:mmlu/management/100,mmlu,random_matched,2,0,6.84e-05,148,305,453,logistic
mmlu/management/23,mmlu/management|dup:mmlu/management/100,mmlu,random_matched,2,1,0.0001653,134,793,927,logistic
mmlu/management/31,mmlu/management|dup:mmlu/management/100,mmlu,random_matched,2,1,3.525e-05,145,140,285,logistic
mmlu/management/36,mmlu/management|dup:mmlu/management/100,mmlu,random_matched,2,1,3.4250000000000006e-05,161,131,292,logistic
mmlu/management/70,mmlu/management|dup:mmlu/management/100,mmlu,random_matched,2,1,4.175e-05,139,174,313,logistic
mmlu/management/80,mmlu/management|dup:mmlu/management/100,mmlu,random_matched,2,1,3.015e-05,171,108,279,logistic
mmlu/management/96,mmlu/management|dup:mmlu/management/100,mmlu,random_matched,2,1,3.77e-05,150,151,301,logistic
mmlu/management/99,mmlu/management|dup:mmlu/management/100,mmlu,random_matched,2,1,4.005e-05,149,163,312,logistic
gsm8k/1010,cluster:gsm8k/1010,gsm8k,cost_matched_static,2,1,5.550000000000001e-05,158,238,396,logistic
gsm8k/1014,cluster:gsm8k/1014,gsm8k,cost_matched_static,2,1,0.0001338,176,625,801,logistic
gsm8k/1019,cluster:gsm8k/1019,gsm8k,cost_matched_static,2,0,0.00011885,169,552,721,logistic
gsm8k/1048,cluster:gsm8k/1048,gsm8k,cost_matched_static,2,0,9.875000000000002e-05,139,459,598,logistic
gsm8k/1050,cluster:gsm8k/1050,gsm8k,cost_matched_static,2,1,5.405e-05,137,236,373,logistic
gsm8k/1075,cluster:gsm8k/1075,gsm8k,cost_matched_static,2,1,0.00019195,147,923,1070,logistic
gsm8k/1084,cluster:gsm8k/1084,gsm8k,cost_matched_static,2,1,7.48e-05,132,341,473,logistic
gsm8k/1087,cluster:gsm8k/1087,gsm8k,cost_matched_static,2,1,6.95e-05,170,305,475,logistic
gsm8k/1092,cluster:gsm8k/1092,gsm8k,cost_matched_static,2,1,0.00011505000000000002,169,533,702,logistic
gsm8k/1103,cluster:gsm8k/1103,gsm8k,cost_matched_static,2,1,9.195000000000001e-05,167,418,585,logistic
gsm8k/1109,cluster:gsm8k/1109,gsm8k,cost_matched_static,2,1,5.625e-05,129,249,378,logistic
gsm8k/114,cluster:gsm8k/114,gsm8k,cost_matched_static,2,1,0.0001644,176,778,954,logistic
gsm8k/1141,cluster:gsm8k/1141,gsm8k,cost_matched_static,2,1,6.095e-05,135,271,406,logistic
gsm8k/116,cluster:gsm8k/116,gsm8k,cost_matched_static,2,1,9.340000000000001e-05,144,431,575,logistic
gsm8k/1192,cluster:gsm8k/1192,gsm8k,cost_matched_static,2,1,6.965000000000001e-05,161,308,469,logistic
gsm8k/1220,cluster:gsm8k/1220,gsm8k,cost_matched_static,2,1,6.675e-05,139,299,438,logistic
gsm8k/1248,cluster:gsm8k/1248,gsm8k,cost_matched_static,2,1,8.875000000000002e-05,203,393,596,logistic
gsm8k/1259,cluster:gsm8k/1259,gsm8k,cost_matched_static,2,1,5.775000000000001e-05,135,255,390,logistic
gsm8k/1275,cluster:gsm8k/1275,gsm8k,cost_matched_static,2,1,5.3950000000000004e-05,163,229,392,logistic
gsm8k/1280,cluster:gsm8k/1280,gsm8k,cost_matched_static,2,1,3.26e-05,140,128,268,logistic
gsm8k/1304,cluster:gsm8k/1304,gsm8k,cost_matched_static,2,1,4.075e-05,155,165,320,logistic
gsm8k/1308,cluster:gsm8k/1308,gsm8k,cost_matched_static,2,1,3.155e-05,127,126,253,logistic
gsm8k/132,cluster:gsm8k/132,gsm8k,cost_matched_static,2,1,6.14e-05,152,269,421,logistic
gsm8k/136,cluster:gsm8k/136,gsm8k,cost_matched_static,2,1,4.21e-05,138,176,314,logistic
gsm8k/137,cluster:gsm8k/137,gsm8k,cost_matched_static,2,1,6.865e-05,165,302,467,logistic
gsm8k/141,cluster:gsm8k/141,gsm8k,cost_matched_static,2,1,0.00010125000000000001,133,473,606,logistic
gsm8k/15,cluster:gsm8k/15,gsm8k,cost_matched_static,2,1,7.285000000000001e-05,185,318,503,logistic
gsm8k/193,cluster:gsm8k/193,gsm8k,cost_matched_static,2,1,0.00013085,213,601,814,logistic
gsm8k/195,cluster:gsm8k/195,gsm8k,cost_matched_static,2,1,5.8649999999999996e-05,133,260,393,logistic
